"","Rank_1","Rank_2","Rank_3","Rank_4","Rank_5","Rank_6","Rank_7","Rank_8"
"OTU_125674","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_125675","Root","Eukaryota","Arthropoda","unclassified_Arthropoda",NA,NA,NA,NA
"OTU_125677","Root","Eukaryota","Arthropoda","unclassified_Arthropoda",NA,NA,NA,NA
"OTU_125680","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125681","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125683","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125684","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_125685","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_125686","Root","Eukaryota","Arthropoda","unclassified_Arthropoda",NA,NA,NA,NA
"OTU_125689","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125693","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125694","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125700","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125703","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125705","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125715","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125716","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125720","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125721","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_125724","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125728","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125729","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125730","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125733","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125734","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125735","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125736","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125739","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125740","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125744","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125745","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125746","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125747","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125748","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125749","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125755","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125756","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125758","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125760","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125761","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125765","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125767","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125768","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125772","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125776","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125781","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125792","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125797","Root","Eukaryota","Mollusca","Gastropoda","Runcinacea","Runcinidae","unclassified_Runcinidae",NA
"OTU_125799","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125800","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125805","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125808","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125809","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125812","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125813","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125814","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125817","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125827","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125829","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125831","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125832","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125833","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125836","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125837","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125838","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125839","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12584","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125845","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125846","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125847","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125849","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125856","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125857","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125859","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125860","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_125861","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125867","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125870","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125879","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_12588","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125880","Root","Eukaryota","Mollusca","Gastropoda","Runcinacea","Runcinidae","Lapinura","Lapinura sp. 1 AKA_2022"
"OTU_125881","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_125883","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125886","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125891","Root","Eukaryota","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe",NA
"OTU_125892","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125893","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125895","Root","Eukaryota","Arthropoda","Malacostraca","Amphipoda","unclassified_Amphipoda",NA,NA
"OTU_125898","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125899","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125900","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125904","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125906","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125907","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125908","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125910","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125913","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125914","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125915","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125917","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125930","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125938","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125940","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125942","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125947","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125952","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125954","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125956","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125958","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125960","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125962","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125969","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125970","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125971","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125973","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125975","Root","Eukaryota","Arthropoda","unclassified_Arthropoda",NA,NA,NA,NA
"OTU_125976","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_125980","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125983","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125986","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125987","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125989","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125990","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125992","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125995","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125998","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_125999","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126005","Root","Eukaryota","Arthropoda","Maxillopoda","Harpacticoida","Tisbidae","Tisbe",NA
"OTU_126008","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126011","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126014","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126019","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126022","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126026","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126032","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_126034","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126035","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126041","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126042","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126043","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126044","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126047","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12605","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126052","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126057","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126058","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126059","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_126064","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126070","Root","Eukaryota","Arthropoda","Maxillopoda","Harpacticoida","Tisbidae","Tisbe",NA
"OTU_126071","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126072","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126074","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_126079","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126081","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126092","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126093","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126094","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12610","Root","Eukaryota","Annelida","Polychaeta","Eunicida","Eunicidae","Eunice","Eunice samoae"
"OTU_126100","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126102","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126104","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126106","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126110","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126114","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126119","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126122","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_126124","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126129","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126132","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126133","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126137","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126140","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126142","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126149","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126150","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126153","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126156","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126158","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126159","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126165","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126167","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12617","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126170","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126172","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126173","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126178","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126180","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126181","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126183","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_126188","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126189","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12619","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126190","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_126191","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126194","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126197","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12620","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126201","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_126206","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126218","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126229","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126230","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126231","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126232","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126237","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126245","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126247","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126248","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12625","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126250","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126251","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126256","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126264","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126265","Root","Eukaryota","Arthropoda","unclassified_Arthropoda",NA,NA,NA,NA
"OTU_126266","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_126274","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126279","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126280","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126288","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_126289","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126290","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126291","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126294","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126297","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126298","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126300","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126302","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126309","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126312","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_126314","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126325","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126327","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12633","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126356","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126364","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126365","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126366","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126370","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126371","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126372","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126377","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126378","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126394","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126406","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126411","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126418","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12642","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126428","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126429","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126433","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126435","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126437","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126439","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12644","Root","Eukaryota","Chordata","Actinopteri","order_Pomacentridae","Pomacentridae","Pomacentrus","Pomacentrus amboinensis"
"OTU_126441","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126443","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126444","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126445","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126449","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126450","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126453","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_126461","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126462","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126463","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126464","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126466","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126469","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126471","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12648","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126481","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126491","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126498","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126500","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126506","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126512","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126515","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_126521","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126522","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126523","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126524","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126526","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126538","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12654","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126541","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12655","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126554","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126555","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126556","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12656","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126562","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126569","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_12657","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126570","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126571","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126578","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126585","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126586","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126588","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126601","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126602","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126605","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126606","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126610","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126611","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126613","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126618","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126624","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126625","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126634","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126636","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126637","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126639","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126640","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126647","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126649","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126651","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126655","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126660","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126661","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126663","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126665","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126667","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126670","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126679","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126680","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126683","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126689","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126690","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126695","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126699","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126700","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126706","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126708","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126709","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126710","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126715","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126716","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126717","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126718","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126722","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126727","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126729","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126730","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126732","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126733","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126735","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126736","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126738","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126739","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126742","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126743","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126744","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126745","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126748","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126749","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126750","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126767","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126768","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126769","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126771","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126772","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126775","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126778","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126782","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_126789","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
